SALES_ID,SALES_REP,EMAILS,BRANDS,PLANT_COST,UNIT_PRICE,QUANTITY,COST,PROFIT,COUNTRIES,REGION ,MONTHS,YEARS
570,Gill,gillhell@uk.com,castle lite,180,450,919,413550,248130,Senegal,northcentral ,June,2019
571,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,824,206000,65920,Ghana,Southeast,July,2017
572,Thompson,thomp@uk.com,hero,150,200,730,146000,36500,Nigeria,west,August,2017
573,Andrews,andy@gmail.com,beta malt,80,150,798,119700,55860,Togo,southsouth,September,2018
574,Jardine,jard@gmail.com,grand malt,90,150,811,121650,48660,Benin,northwest,October,2018
575,Jardine,jard@gmail.com,trophy,150,200,912,182400,45600,Senegal,northeast ,November,2018
576,Andrews,andy@gmail.com,budweiser,250,500,836,418000,209000,Ghana,northcentral ,December,2017
577,Jardine,jard@gmail.com,castle lite,180,450,953,428850,257310,Nigeria,Southeast,January,2018
578,Gill,gillhell@uk.com,eagle lager,170,250,908,227000,72640,Togo,west,February,2018
579,Sorvino,sorvi2000@gmail.com,hero,150,200,859,171800,42950,Benin,southsouth,March,2019
580,Jones,jone.ai@yahoo.com,beta malt,80,150,928,139200,64960,Senegal,northwest,April,2017
581,Andrews,andy@gmail.com,grand malt,90,150,716,107400,42960,Ghana,northeast ,May,2019
582,Jardine,jard@gmail.com,trophy,150,200,946,189200,47300,Nigeria,northcentral ,June,2017
583,Thompson,thomp@uk.com,budweiser,250,500,913,456500,228250,Togo,Southeast,July,2018
584,Jones,jone.ai@yahoo.com,castle lite,180,450,947,426150,255690,Benin,west,August,2019
585,Morgan,morganny@gmail.com,eagle lager,170,250,743,185750,59440,Senegal,southsouth,September,2018
586,Howard,howard_freeman@yahoo.com,hero,150,200,788,157600,39400,Ghana,northwest,October,2018
587,Parent,parentty@uk.com,beta malt,80,150,810,121500,56700,Nigeria,northeast ,November,2017
588,Jones,jone.ai@yahoo.com,grand malt,90,150,784,117600,47040,Togo,northcentral ,December,2018
589,Smith,smithMan@yahoo.com,trophy,150,200,813,162600,40650,Benin,Southeast,January,2017
590,Jones,jone.ai@yahoo.com,budweiser,250,500,998,499000,249500,Senegal,west,February,2017
591,Morgan,morganny@gmail.com,castle lite,180,450,889,400050,240030,Ghana,southsouth,March,2018
592,Jones,jone.ai@yahoo.com,eagle lager,170,250,783,195750,62640,Nigeria,northwest,April,2019
593,Parent,parentty@uk.com,hero,150,200,866,173200,43300,Togo,northeast ,May,2017
594,Kivell,kivel_go@yahoo.com,beta malt,80,150,840,126000,58800,Benin,northcentral ,June,2018
595,Smith,smithMan@yahoo.com,grand malt,90,150,905,135750,54300,Senegal,Southeast,July,2017
596,Parent,parentty@uk.com,trophy,150,200,814,162800,40700,Ghana,west,August,2019
597,Gill,gillhell@uk.com,budweiser,250,500,878,439000,219500,Nigeria,southsouth,September,2018
598,Smith,smithMan@yahoo.com,castle lite,180,450,819,368550,221130,Togo,northwest,October,2018
599,Jones,jone.ai@yahoo.com,eagle lager,170,250,899,224750,71920,Benin,northeast ,November,2019
600,Sorvino,sorvi2000@gmail.com,hero,150,200,897,179400,44850,Senegal,northcentral ,December,2019
601,Jardine,jard@gmail.com,beta malt,80,150,753,112950,52710,Ghana,Southeast,January,2017
602,Andrews,andy@gmail.com,grand malt,90,150,781,117150,46860,Nigeria,west,February,2018
603,Howard,howard_freeman@yahoo.com,trophy,150,200,911,182200,45550,Togo,southsouth,March,2018
604,Gill,gillhell@uk.com,budweiser,250,500,730,365000,182500,Benin,northwest,April,2018
605,Gill,gillhell@uk.com,castle lite,180,450,912,410400,246240,Senegal,northeast ,May,2017
606,Kivell,kivel_go@yahoo.com,eagle lager,170,250,755,188750,60400,Ghana,northcentral ,June,2019
607,Jones,jone.ai@yahoo.com,hero,150,200,981,196200,49050,Nigeria,Southeast,July,2018
608,Morgan,morganny@gmail.com,beta malt,80,150,914,137100,63980,Togo,west,August,2018
609,Kivell,kivel_go@yahoo.com,grand malt,90,150,705,105750,42300,Benin,southsouth,September,2019
610,Sorvino,sorvi2000@gmail.com,trophy,150,200,774,154800,38700,Senegal,northwest,October,2018
611,Gill,gillhell@uk.com,budweiser,250,500,748,374000,187000,Ghana,northeast ,November,2017
612,Sorvino,sorvi2000@gmail.com,castle lite,180,450,807,363150,217890,Nigeria,northcentral ,December,2018
613,Thompson,thomp@uk.com,eagle lager,170,250,877,219250,70160,Togo,Southeast,January,2018
614,Andrews,andy@gmail.com,hero,150,200,965,193000,48250,Benin,west,February,2017
615,Jardine,jard@gmail.com,beta malt,80,150,728,109200,50960,Senegal,southsouth,March,2017
616,Jardine,jard@gmail.com,grand malt,90,150,792,118800,47520,Ghana,northwest,April,2017
617,Andrews,andy@gmail.com,trophy,150,200,878,175600,43900,Nigeria,northeast ,May,2017
618,Jones,jone.ai@yahoo.com,budweiser,250,500,886,443000,221500,Togo,northcentral ,June,2017
619,Morgan,morganny@gmail.com,castle lite,180,450,995,447750,268650,Benin,Southeast,July,2017
620,Kivell,kivel_go@yahoo.com,eagle lager,170,250,851,212750,68080,Senegal,west,August,2019
621,Sorvino,sorvi2000@gmail.com,hero,150,200,866,173200,43300,Ghana,southsouth,September,2017
622,Gill,gillhell@uk.com,beta malt,80,150,987,148050,69090,Nigeria,northwest,October,2017
623,Sorvino,sorvi2000@gmail.com,grand malt,90,150,776,116400,46560,Togo,northeast ,November,2019
624,Thompson,thomp@uk.com,trophy,150,200,969,193800,48450,Benin,northcentral ,December,2017
625,Andrews,andy@gmail.com,budweiser,250,500,718,359000,179500,Senegal,Southeast,January,2017
626,Jardine,jard@gmail.com,castle lite,180,450,787,354150,212490,Ghana,west,February,2018
627,Jardine,jard@gmail.com,eagle lager,170,250,901,225250,72080,Nigeria,southsouth,March,2018
628,Andrews,andy@gmail.com,hero,150,200,736,147200,36800,Togo,northwest,April,2018
629,Jardine,jard@gmail.com,beta malt,80,150,710,106500,49700,Benin,northeast ,May,2017
630,Gill,gillhell@uk.com,grand malt,90,150,719,107850,43140,Senegal,northcentral ,June,2019
631,Sorvino,sorvi2000@gmail.com,trophy,150,200,738,147600,36900,Ghana,Southeast,July,2017
632,Jones,jone.ai@yahoo.com,budweiser,250,500,884,442000,221000,Nigeria,west,August,2019
633,Andrews,andy@gmail.com,castle lite,180,450,772,347400,208440,Togo,southsouth,September,2017
634,Jardine,jard@gmail.com,eagle lager,170,250,762,190500,60960,Benin,northwest,October,2017
635,Thompson,thomp@uk.com,hero,150,200,830,166000,41500,Senegal,northeast ,November,2018
636,Jones,jone.ai@yahoo.com,beta malt,80,150,995,149250,69650,Ghana,northcentral ,December,2018
637,Morgan,morganny@gmail.com,grand malt,90,150,812,121800,48720,Nigeria,Southeast,January,2019
638,Howard,howard_freeman@yahoo.com,trophy,150,200,993,198600,49650,Togo,west,February,2018
639,Parent,parentty@uk.com,budweiser,250,500,941,470500,235250,Benin,southsouth,March,2017
640,Jones,jone.ai@yahoo.com,castle lite,180,450,703,316350,189810,Senegal,northwest,April,2019
641,Smith,smithMan@yahoo.com,eagle lager,170,250,834,208500,66720,Ghana,northeast ,May,2019
642,Jones,jone.ai@yahoo.com,hero,150,200,843,168600,42150,Nigeria,northcentral ,June,2019
643,Jardine,jard@gmail.com,beta malt,80,150,749,112350,52430,Togo,Southeast,July,2019
644,Gill,gillhell@uk.com,grand malt,90,150,859,128850,51540,Benin,west,August,2017
645,Sorvino,sorvi2000@gmail.com,trophy,150,200,962,192400,48100,Senegal,southsouth,September,2017
646,Jones,jone.ai@yahoo.com,budweiser,250,500,816,408000,204000,Ghana,northwest,October,2019
647,Andrews,andy@gmail.com,castle lite,180,450,989,445050,267030,Nigeria,northeast ,November,2017
648,Jardine,jard@gmail.com,eagle lager,170,250,702,175500,56160,Togo,northcentral ,December,2018
649,Thompson,thomp@uk.com,hero,150,200,830,166000,41500,Benin,Southeast,January,2018
650,Jones,jone.ai@yahoo.com,beta malt,80,150,710,106500,49700,Senegal,west,February,2018
651,Morgan,morganny@gmail.com,grand malt,90,150,708,106200,42480,Ghana,southsouth,March,2018
652,Howard,howard_freeman@yahoo.com,trophy,150,200,816,163200,40800,Nigeria,northwest,April,2019
653,Parent,parentty@uk.com,budweiser,250,500,722,361000,180500,Togo,northeast ,May,2017
654,Jones,jone.ai@yahoo.com,castle lite,180,450,778,350100,210060,Benin,northcentral ,June,2017
655,Smith,smithMan@yahoo.com,eagle lager,170,250,732,183000,58560,Senegal,Southeast,July,2019
656,Jones,jone.ai@yahoo.com,hero,150,200,881,176200,44050,Ghana,west,August,2018
657,Morgan,morganny@gmail.com,beta malt,80,150,939,140850,65730,Nigeria,southsouth,September,2017
658,Jones,jone.ai@yahoo.com,grand malt,90,150,907,136050,54420,Togo,northwest,October,2019
659,Parent,parentty@uk.com,trophy,150,200,709,141800,35450,Benin,northeast ,November,2019
660,Kivell,kivel_go@yahoo.com,budweiser,250,500,886,443000,221500,Senegal,northcentral ,December,2017
661,Smith,smithMan@yahoo.com,castle lite,180,450,828,372600,223560,Ghana,Southeast,January,2017
662,Parent,parentty@uk.com,eagle lager,170,250,700,175000,56000,Nigeria,west,February,2019
663,Gill,gillhell@uk.com,hero,150,200,928,185600,46400,Togo,southsouth,March,2018
664,Smith,smithMan@yahoo.com,beta malt,80,150,737,110550,51590,Benin,northwest,April,2018
665,Jones,jone.ai@yahoo.com,grand malt,90,150,986,147900,59160,Senegal,northeast ,May,2019
666,Sorvino,sorvi2000@gmail.com,trophy,150,200,733,146600,36650,Ghana,northcentral ,June,2018
667,Jardine,jard@gmail.com,budweiser,250,500,769,384500,192250,Nigeria,Southeast,July,2017
668,Andrews,andy@gmail.com,castle lite,180,450,782,351900,211140,Togo,west,August,2017
669,Howard,howard_freeman@yahoo.com,eagle lager,170,250,755,188750,60400,Benin,southsouth,September,2017
670,Gill,gillhell@uk.com,hero,150,200,980,196000,49000,Senegal,northwest,October,2019
671,Gill,gillhell@uk.com,beta malt,80,150,755,113250,52850,Ghana,northeast ,November,2019
672,Kivell,kivel_go@yahoo.com,grand malt,90,150,804,120600,48240,Nigeria,northcentral ,December,2019
673,Jones,jone.ai@yahoo.com,trophy,150,200,821,164200,41050,Togo,Southeast,January,2017
674,Morgan,morganny@gmail.com,budweiser,250,500,768,384000,192000,Benin,west,February,2017
675,Kivell,kivel_go@yahoo.com,castle lite,180,450,929,418050,250830,Senegal,southsouth,March,2019
676,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,938,234500,75040,Ghana,northwest,April,2018
677,Gill,gillhell@uk.com,hero,150,200,776,155200,38800,Nigeria,northeast ,May,2018
678,Sorvino,sorvi2000@gmail.com,beta malt,80,150,830,124500,58100,Togo,northcentral ,June,2018
679,Thompson,thomp@uk.com,grand malt,90,150,881,132150,52860,Benin,Southeast,July,2017
680,Andrews,andy@gmail.com,trophy,150,200,854,170800,42700,Senegal,west,August,2019
681,Jardine,jard@gmail.com,budweiser,250,500,843,421500,210750,Ghana,southsouth,September,2017
682,Jardine,jard@gmail.com,castle lite,180,450,927,417150,250290,Nigeria,northwest,October,2019
683,Andrews,andy@gmail.com,eagle lager,170,250,988,247000,79040,Togo,northeast ,November,2019
684,Jardine,jard@gmail.com,hero,150,200,864,172800,43200,Benin,northcentral ,December,2018
685,Gill,gillhell@uk.com,beta malt,80,150,952,142800,66640,Senegal,Southeast,January,2017
686,Sorvino,sorvi2000@gmail.com,grand malt,90,150,817,122550,49020,Ghana,west,February,2018
687,Jones,jone.ai@yahoo.com,trophy,150,200,980,196000,49000,Nigeria,southsouth,March,2018
688,Andrews,andy@gmail.com,budweiser,250,500,826,413000,206500,Togo,northwest,April,2019
689,Jardine,jard@gmail.com,castle lite,180,450,864,388800,233280,Benin,northeast ,May,2017
690,Thompson,thomp@uk.com,eagle lager,170,250,737,184250,58960,Senegal,northcentral ,June,2018
691,Jones,jone.ai@yahoo.com,hero,150,200,773,154600,38650,Ghana,Southeast,July,2018
692,Morgan,morganny@gmail.com,beta malt,80,150,902,135300,63140,Nigeria,west,August,2019
693,Howard,howard_freeman@yahoo.com,grand malt,90,150,888,133200,53280,Togo,southsouth,September,2019
694,Parent,parentty@uk.com,trophy,150,200,893,178600,44650,Benin,northwest,October,2019
695,Jones,jone.ai@yahoo.com,budweiser,250,500,718,359000,179500,Senegal,northeast ,November,2017
696,Smith,smithMan@yahoo.com,castle lite,180,450,744,334800,200880,Ghana,northcentral ,December,2017
697,Jones,jone.ai@yahoo.com,eagle lager,170,250,959,239750,76720,Nigeria,Southeast,January,2017
698,Morgan,morganny@gmail.com,hero,150,200,976,195200,48800,Togo,west,February,2017
699,Jones,jone.ai@yahoo.com,beta malt,80,150,940,141000,65800,Benin,southsouth,March,2018
700,Parent,parentty@uk.com,grand malt,90,150,956,143400,57360,Senegal,northwest,April,2019
701,Kivell,kivel_go@yahoo.com,trophy,150,200,908,181600,45400,Ghana,northeast ,May,2018
702,Smith,smithMan@yahoo.com,budweiser,250,500,866,433000,216500,Nigeria,northcentral ,June,2018
703,Parent,parentty@uk.com,castle lite,180,450,735,330750,198450,Togo,Southeast,July,2019
704,Gill,gillhell@uk.com,eagle lager,170,250,802,200500,64160,Benin,west,August,2017
705,Smith,smithMan@yahoo.com,hero,150,200,976,195200,48800,Senegal,southsouth,September,2018
706,Jones,jone.ai@yahoo.com,beta malt,80,150,914,137100,63980,Ghana,northwest,October,2017
707,Sorvino,sorvi2000@gmail.com,grand malt,90,150,821,123150,49260,Nigeria,northeast ,November,2017
708,Jardine,jard@gmail.com,trophy,150,200,804,160800,40200,Togo,northcentral ,December,2017
709,Andrews,andy@gmail.com,budweiser,250,500,946,473000,236500,Benin,Southeast,January,2017
710,Howard,howard_freeman@yahoo.com,castle lite,180,450,997,448650,269190,Senegal,west,February,2019
711,Gill,gillhell@uk.com,eagle lager,170,250,770,192500,61600,Ghana,southsouth,March,2019
712,Gill,gillhell@uk.com,hero,150,200,901,180200,45050,Nigeria,northwest,April,2017
713,Kivell,kivel_go@yahoo.com,beta malt,80,150,719,107850,50330,Togo,northeast ,May,2019
714,Jones,jone.ai@yahoo.com,grand malt,90,150,933,139950,55980,Benin,northcentral ,June,2018
715,Morgan,morganny@gmail.com,trophy,150,200,992,198400,49600,Senegal,Southeast,July,2017
716,Kivell,kivel_go@yahoo.com,budweiser,250,500,818,409000,204500,Ghana,west,August,2018
717,Sorvino,sorvi2000@gmail.com,castle lite,180,450,828,372600,223560,Nigeria,southsouth,September,2017
718,Gill,gillhell@uk.com,eagle lager,170,250,758,189500,60640,Togo,northwest,October,2017
719,Sorvino,sorvi2000@gmail.com,hero,150,200,787,157400,39350,Benin,northeast ,November,2018
720,Thompson,thomp@uk.com,beta malt,80,150,929,139350,65030,Senegal,northcentral ,December,2019
721,Andrews,andy@gmail.com,grand malt,90,150,785,117750,47100,Ghana,Southeast,January,2019
722,Jardine,jard@gmail.com,trophy,150,200,701,140200,35050,Nigeria,west,February,2017
723,Jardine,jard@gmail.com,budweiser,250,500,757,378500,189250,Togo,southsouth,March,2019
724,Andrews,andy@gmail.com,castle lite,180,450,810,364500,218700,Benin,northwest,April,2019
725,Jones,jone.ai@yahoo.com,eagle lager,170,250,874,218500,69920,Senegal,northeast ,May,2017
726,Morgan,morganny@gmail.com,hero,150,200,820,164000,41000,Ghana,northcentral ,June,2018
727,Kivell,kivel_go@yahoo.com,beta malt,80,150,874,131100,61180,Nigeria,Southeast,July,2018
728,Sorvino,sorvi2000@gmail.com,grand malt,90,150,958,143700,57480,Togo,west,August,2019
729,Gill,gillhell@uk.com,trophy,150,200,742,148400,37100,Benin,southsouth,September,2018
730,Sorvino,sorvi2000@gmail.com,budweiser,250,500,973,486500,243250,Senegal,northwest,October,2018
731,Thompson,thomp@uk.com,castle lite,180,450,961,432450,259470,Ghana,northeast ,November,2017
732,Andrews,andy@gmail.com,eagle lager,170,250,752,188000,60160,Nigeria,northcentral ,December,2017
733,Jardine,jard@gmail.com,hero,150,200,938,187600,46900,Togo,Southeast,January,2018
734,Jardine,jard@gmail.com,beta malt,80,150,777,116550,54390,Benin,west,February,2018
735,Andrews,andy@gmail.com,grand malt,90,150,855,128250,51300,Senegal,southsouth,March,2018
736,Jardine,jard@gmail.com,trophy,150,200,870,174000,43500,Ghana,northwest,April,2017
737,Gill,gillhell@uk.com,budweiser,250,500,922,461000,230500,Nigeria,northeast ,May,2018
738,Sorvino,sorvi2000@gmail.com,castle lite,180,450,856,385200,231120,Togo,northcentral ,June,2018
739,Jones,jone.ai@yahoo.com,eagle lager,170,250,852,213000,68160,Benin,Southeast,July,2018
740,Andrews,andy@gmail.com,hero,150,200,981,196200,49050,Senegal,west,August,2018
741,Jardine,jard@gmail.com,beta malt,80,150,910,136500,63700,Ghana,southsouth,September,2017
742,Thompson,thomp@uk.com,grand malt,90,150,805,120750,48300,Nigeria,northwest,October,2018
743,Jones,jone.ai@yahoo.com,trophy,150,200,932,186400,46600,Togo,northeast ,November,2018
744,Morgan,morganny@gmail.com,budweiser,250,500,891,445500,222750,Benin,northcentral ,December,2018
745,Howard,howard_freeman@yahoo.com,castle lite,180,450,803,361350,216810,Senegal,Southeast,January,2018
746,Parent,parentty@uk.com,eagle lager,170,250,818,204500,65440,Ghana,west,February,2017
747,Jones,jone.ai@yahoo.com,hero,150,200,932,186400,46600,Nigeria,southsouth,March,2019
748,Smith,smithMan@yahoo.com,beta malt,80,150,893,133950,62510,Togo,northwest,April,2019
749,Jones,jone.ai@yahoo.com,grand malt,90,150,824,123600,49440,Benin,northeast ,May,2019
750,Jardine,jard@gmail.com,trophy,150,200,931,186200,46550,Senegal,northcentral ,June,2019
751,Gill,gillhell@uk.com,budweiser,250,500,783,391500,195750,Ghana,Southeast,July,2019
752,Sorvino,sorvi2000@gmail.com,castle lite,180,450,708,318600,191160,Nigeria,west,August,2017
753,Jones,jone.ai@yahoo.com,eagle lager,170,250,861,215250,68880,Togo,southsouth,September,2017
754,Andrews,andy@gmail.com,hero,150,200,798,159600,39900,Benin,northwest,October,2017
755,Jardine,jard@gmail.com,beta malt,80,150,934,140100,65380,Senegal,northeast ,November,2019
756,Thompson,thomp@uk.com,grand malt,90,150,950,142500,57000,Ghana,northcentral ,December,2017
757,Jones,jone.ai@yahoo.com,trophy,150,200,986,197200,49300,Nigeria,Southeast,January,2018
758,Morgan,morganny@gmail.com,budweiser,250,500,767,383500,191750,Togo,west,February,2017
759,Howard,howard_freeman@yahoo.com,castle lite,180,450,898,404100,242460,Benin,southsouth,March,2017
760,Parent,parentty@uk.com,eagle lager,170,250,859,214750,68720,Senegal,northwest,April,2018
761,Jones,jone.ai@yahoo.com,hero,150,200,934,186800,46700,Ghana,northeast ,May,2019
762,Smith,smithMan@yahoo.com,beta malt,80,150,879,131850,61530,Nigeria,northcentral ,June,2017
763,Jones,jone.ai@yahoo.com,grand malt,90,150,872,130800,52320,Togo,Southeast,July,2017
764,Morgan,morganny@gmail.com,trophy,150,200,991,198200,49550,Benin,west,August,2018
765,Jones,jone.ai@yahoo.com,budweiser,250,500,738,369000,184500,Senegal,southsouth,September,2018
766,Parent,parentty@uk.com,castle lite,180,450,849,382050,229230,Ghana,northwest,October,2018
767,Kivell,kivel_go@yahoo.com,eagle lager,170,250,997,249250,79760,Nigeria,northeast ,November,2017
768,Smith,smithMan@yahoo.com,hero,150,200,842,168400,42100,Togo,northcentral ,December,2017
769,Parent,parentty@uk.com,beta malt,80,150,866,129900,60620,Benin,Southeast,January,2019
770,Gill,gillhell@uk.com,grand malt,90,150,904,135600,54240,Senegal,west,February,2018
771,Smith,smithMan@yahoo.com,trophy,150,200,977,195400,48850,Ghana,southsouth,March,2018
772,Jones,jone.ai@yahoo.com,budweiser,250,500,848,424000,212000,Nigeria,northwest,April,2017
773,Sorvino,sorvi2000@gmail.com,castle lite,180,450,924,415800,249480,Togo,northeast ,May,2017
774,Jardine,jard@gmail.com,eagle lager,170,250,977,244250,78160,Benin,northcentral ,June,2019
775,Andrews,andy@gmail.com,hero,150,200,771,154200,38550,Senegal,Southeast,July,2017
776,Howard,howard_freeman@yahoo.com,beta malt,80,150,862,129300,60340,Ghana,west,August,2017
777,Gill,gillhell@uk.com,grand malt,90,150,716,107400,42960,Nigeria,southsouth,September,2019
778,Gill,gillhell@uk.com,trophy,150,200,923,184600,46150,Togo,northwest,October,2017
779,Kivell,kivel_go@yahoo.com,budweiser,250,500,729,364500,182250,Benin,northeast ,November,2018
780,Jones,jone.ai@yahoo.com,castle lite,180,450,766,344700,206820,Senegal,northcentral ,December,2017
781,Morgan,morganny@gmail.com,eagle lager,170,250,704,176000,56320,Ghana,Southeast,January,2019
782,Kivell,kivel_go@yahoo.com,hero,150,200,823,164600,41150,Nigeria,west,February,2018
783,Sorvino,sorvi2000@gmail.com,beta malt,80,150,869,130350,60830,Togo,southsouth,March,2017
784,Gill,gillhell@uk.com,grand malt,90,150,928,139200,55680,Benin,northwest,April,2019
785,Sorvino,sorvi2000@gmail.com,trophy,150,200,903,180600,45150,Senegal,northeast ,May,2019
786,Thompson,thomp@uk.com,budweiser,250,500,916,458000,229000,Ghana,northcentral ,June,2018
787,Andrews,andy@gmail.com,castle lite,180,450,988,444600,266760,Nigeria,Southeast,July,2018
788,Jardine,jard@gmail.com,eagle lager,170,250,905,226250,72400,Togo,west,August,2017
789,Jardine,jard@gmail.com,hero,150,200,947,189400,47350,Benin,southsouth,September,2018
790,Andrews,andy@gmail.com,beta malt,80,150,926,138900,64820,Senegal,northwest,October,2017
791,Jardine,jard@gmail.com,grand malt,90,150,907,136050,54420,Ghana,northeast ,November,2019
792,Gill,gillhell@uk.com,trophy,150,200,848,169600,42400,Nigeria,northcentral ,December,2019
793,Sorvino,sorvi2000@gmail.com,budweiser,250,500,878,439000,219500,Togo,Southeast,January,2017
794,Jones,jone.ai@yahoo.com,castle lite,180,450,706,317700,190620,Benin,west,February,2018
795,Andrews,andy@gmail.com,eagle lager,170,250,781,195250,62480,Senegal,southsouth,March,2019
796,Jardine,jard@gmail.com,hero,150,200,818,163600,40900,Ghana,northwest,April,2017
797,Thompson,thomp@uk.com,beta malt,80,150,852,127800,59640,Nigeria,northeast ,May,2017
798,Jones,jone.ai@yahoo.com,grand malt,90,150,786,117900,47160,Togo,northcentral ,June,2019
799,Morgan,morganny@gmail.com,trophy,150,200,1000,200000,50000,Benin,Southeast,July,2018
800,Howard,howard_freeman@yahoo.com,budweiser,250,500,952,476000,238000,Senegal,west,August,2017
801,Parent,parentty@uk.com,castle lite,180,450,839,377550,226530,Ghana,southsouth,September,2018
802,Jones,jone.ai@yahoo.com,eagle lager,170,250,952,238000,76160,Nigeria,northwest,October,2017
803,Smith,smithMan@yahoo.com,hero,150,200,777,155400,38850,Togo,northeast ,November,2017
804,Jones,jone.ai@yahoo.com,beta malt,80,150,864,129600,60480,Benin,northcentral ,December,2018
805,Morgan,morganny@gmail.com,grand malt,90,150,934,140100,56040,Senegal,Southeast,January,2017
806,Jones,jone.ai@yahoo.com,trophy,150,200,902,180400,45100,Ghana,west,February,2018
807,Parent,parentty@uk.com,budweiser,250,500,793,396500,198250,Nigeria,southsouth,March,2017
808,Kivell,kivel_go@yahoo.com,castle lite,180,450,735,330750,198450,Togo,northwest,April,2019
809,Smith,smithMan@yahoo.com,eagle lager,170,250,890,222500,71200,Benin,northeast ,May,2018
810,Parent,parentty@uk.com,hero,150,200,969,193800,48450,Senegal,northcentral ,June,2018
811,Gill,gillhell@uk.com,beta malt,80,150,978,146700,68460,Ghana,Southeast,July,2019
812,Smith,smithMan@yahoo.com,grand malt,90,150,855,128250,51300,Nigeria,west,August,2017
813,Jones,jone.ai@yahoo.com,trophy,150,200,835,167000,41750,Togo,southsouth,September,2017
814,Sorvino,sorvi2000@gmail.com,budweiser,250,500,835,417500,208750,Benin,northwest,October,2019
815,Jardine,jard@gmail.com,castle lite,180,450,992,446400,267840,Senegal,northeast ,November,2018
816,Andrews,andy@gmail.com,eagle lager,170,250,702,175500,56160,Ghana,northcentral ,December,2017
817,Howard,howard_freeman@yahoo.com,hero,150,200,925,185000,46250,Nigeria,Southeast,January,2019
818,Gill,gillhell@uk.com,beta malt,80,150,997,149550,69790,Togo,west,February,2017
819,Gill,gillhell@uk.com,grand malt,90,150,796,119400,47760,Benin,southsouth,March,2019
820,Kivell,kivel_go@yahoo.com,trophy,150,200,741,148200,37050,Senegal,northwest,April,2019
821,Jones,jone.ai@yahoo.com,budweiser,250,500,827,413500,206750,Ghana,northeast ,May,2018
822,Morgan,morganny@gmail.com,castle lite,180,450,849,382050,229230,Nigeria,northcentral ,June,2018
823,Kivell,kivel_go@yahoo.com,eagle lager,170,250,742,185500,59360,Togo,Southeast,July,2019
824,Sorvino,sorvi2000@gmail.com,hero,150,200,965,193000,48250,Benin,west,August,2017
825,Gill,gillhell@uk.com,beta malt,80,150,983,147450,68810,Senegal,southsouth,September,2019
826,Sorvino,sorvi2000@gmail.com,grand malt,90,150,820,123000,49200,Ghana,northwest,October,2017
827,Thompson,thomp@uk.com,trophy,150,200,854,170800,42700,Nigeria,northeast ,November,2018
828,Andrews,andy@gmail.com,budweiser,250,500,768,384000,192000,Togo,northcentral ,December,2019
829,Jardine,jard@gmail.com,castle lite,180,450,786,353700,212220,Benin,Southeast,January,2019
830,Jardine,jard@gmail.com,eagle lager,170,250,856,214000,68480,Senegal,west,February,2019
831,Andrews,andy@gmail.com,hero,150,200,919,183800,45950,Ghana,southsouth,March,2018
832,Jones,jone.ai@yahoo.com,beta malt,80,150,802,120300,56140,Nigeria,northwest,April,2019
833,Morgan,morganny@gmail.com,grand malt,90,150,864,129600,51840,Togo,northeast ,May,2017
834,Kivell,kivel_go@yahoo.com,trophy,150,200,993,198600,49650,Benin,northcentral ,June,2018
835,Sorvino,sorvi2000@gmail.com,budweiser,250,500,796,398000,199000,Senegal,Southeast,July,2017
836,Gill,gillhell@uk.com,castle lite,180,450,923,415350,249210,Ghana,west,August,2019
837,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,990,247500,79200,Nigeria,southsouth,September,2018
838,Thompson,thomp@uk.com,hero,150,200,957,191400,47850,Togo,northwest,October,2017
839,Andrews,andy@gmail.com,beta malt,80,150,836,125400,58520,Benin,northeast ,November,2018
840,Jardine,jard@gmail.com,grand malt,90,150,936,140400,56160,Senegal,northcentral ,December,2019
841,Jardine,jard@gmail.com,trophy,150,200,924,184800,46200,Ghana,Southeast,January,2019
842,Andrews,andy@gmail.com,budweiser,250,500,998,499000,249500,Nigeria,west,February,2017
843,Jardine,jard@gmail.com,castle lite,180,450,862,387900,232740,Togo,southsouth,March,2018
844,Gill,gillhell@uk.com,eagle lager,170,250,963,240750,77040,Benin,northwest,April,2018
845,Sorvino,sorvi2000@gmail.com,hero,150,200,849,169800,42450,Senegal,northeast ,May,2017
846,Jones,jone.ai@yahoo.com,beta malt,80,150,938,140700,65660,Ghana,northcentral ,June,2017
847,Andrews,andy@gmail.com,grand malt,90,150,918,137700,55080,Nigeria,Southeast,July,2018
848,Jardine,jard@gmail.com,trophy,150,200,728,145600,36400,Togo,west,August,2017
849,Thompson,thomp@uk.com,budweiser,250,500,999,499500,249750,Benin,southsouth,September,2019
850,Jones,jone.ai@yahoo.com,castle lite,180,450,888,399600,239760,Senegal,northwest,October,2018
851,Morgan,morganny@gmail.com,eagle lager,170,250,746,186500,59680,Ghana,northeast ,November,2018
852,Howard,howard_freeman@yahoo.com,hero,150,200,989,197800,49450,Nigeria,northcentral ,December,2017
853,Parent,parentty@uk.com,beta malt,80,150,948,142200,66360,Togo,Southeast,January,2019
854,Jones,jone.ai@yahoo.com,grand malt,90,150,919,137850,55140,Benin,west,February,2019
855,Smith,smithMan@yahoo.com,trophy,150,200,887,177400,44350,Senegal,southsouth,March,2017
